Country,Embassy Name,Embassy Address,Google Maps URL
Congo,Ambassade de la Republic Islamic d'Iran,"M7VV+6V6, Kinshasa, Congo - Kinshasa",https://www.google.com/maps/place/?q=place_id:ChIJZZN8v3kzahoR9aNsC0obZdM
Colombia,Embassy of Iran,"Cl. 96 #11A-20, Bogotá, Colombia",https://www.google.com/maps/place/?q=place_id:ChIJYQkaFZGaP44R_YXk5n4zlBI
Costa Rica,Embassy of Iran,"3QQ4+2C3, C. de Los Obeliscos, Managua, Nicaragua",https://www.google.com/maps/place/?q=place_id:ChIJJYpxxs3_c48RX37g1hzXnk8
Costa Rica,Embassy of Iran,"3QX9+9MM, Managua, Nicaragua",https://www.google.com/maps/place/?q=place_id:ChIJVVXlrU7-c48RapzNG60ENAk
Cuba,Embassy of Iran,"3002 5ta. Avenida, La Habana, Cuba",https://www.google.com/maps/place/?q=place_id:ChIJ9WyZ-aZ3zYgRK9uYYU9Oy-M
Cyprus,Embassy of Iran,"Armenias 42, Strovolos 2003, Cyprus",https://www.google.com/maps/place/?q=place_id:ChIJbVIDUeYZ3hQRqrGbm9yQsoA
Czechia,Embassy of Iran,"Na Hřebenkách 2371, 150 00 Praha 5-Smíchov, Czechia",https://www.google.com/maps/place/?q=place_id:ChIJbahWp9mUC0cRlhGj8fMz8F4
Germany,Embassy of Islamic Republic of Iran,"Podbielskiallee 67, 14195 Berlin, Germany",https://www.google.com/maps/place/?q=place_id:ChIJg_xGdHpaqEcRBDD6EASVBFQ
Germany,Iran old consulate in West Germany,"Godesberger Allee 137, 53175 Bonn, Germany",https://www.google.com/maps/place/?q=place_id:ChIJZccjk_rjvkcRyfvM3Cy0Ojc
Germany,Generalkonsulat der Islamischen Republik Iran,"Raimundstraße 90, 60320 Frankfurt am Main, Germany",https://www.google.com/maps/place/?q=place_id:ChIJ38ENtU4Sc0ERxV6FsfLmN2E
Germany,Generalkonsulat der I. R. Iran in München,"Mauerkircherstraße 59, 81679 München, Germany",https://www.google.com/maps/place/?q=place_id:ChIJ2_MykqB1nkcRwefEXJSpBjc
Germany,Consulate General of the Islamic Rep. Of Iran,"Bebelallee 18, 22299 Hamburg, Germany",https://www.google.com/maps/place/?q=place_id:ChIJUXYIaMGIsUcRzDyLwmip59o
Denmark,Embassy of The Islamic Republic of Iran,"Svanemøllevej 48, 2100 København, Denmark",https://www.google.com/maps/place/?q=place_id:ChIJZQQp94lSUkYR__z6Vw0A_O4
Denmark,Consulate of Iran,"Engskiftevej 6, 2100 København, Denmark",https://www.google.com/maps/place/?q=place_id:ChIJPUkZAmJSUkYRufwnn-BRQLI
Denmark,Den Iranske Ambassade,"Engskiftevej 6, 2100 København, Denmark",https://www.google.com/maps/place/?q=place_id:ChIJA6noA2JSUkYRFTwLc-dbuVY
Algeria,Iran's Embassy,"P2VJ+CGQ, Rue N 3a, Hydra, Algeria",https://www.google.com/maps/place/?q=place_id:ChIJz2eD4AmyjxIRKk_fkVPWO2Q
Ecuador,Embassy of Iran,"c/ e14-y, Av. de los Granados & José Queri, Quito, Ecuador",https://www.google.com/maps/place/?q=place_id:ChIJ073qZXSQ1ZERQyMzAwrJp4M
Egypt,Iran Embassy,"12 ميدان المساحة, Ad Doqi, Giza District, Giza Governorate 3750313, Egypt",https://www.google.com/maps/place/?q=place_id:ChIJb3wyvbtGWBQRi1cSJg5PqGQ
Spain,Embassy of Iran,"C. de Jerez, 5, 28016 Madrid, Spain",https://www.google.com/maps/place/?q=place_id:ChIJtcu2riQpQg0RbHXJn6NvEJo
Ethiopia,Iran Embassy in Addis Ababa - Ethiopia,"Lesotho St, Addis Ababa, Ethiopia",https://www.google.com/maps/place/?q=place_id:ChIJp8yUzb6HSxYRQEdM0e03l48
Finland,Embassy of Iran,"Kulosaarentie 9, 00570 Helsinki, Finland",https://www.google.com/maps/place/?q=place_id:ChIJTeWn6VwJkkYR8n6qUdBzwag
France,Embassy of the Islamic Republic of Iran,"4 Av. d'Iéna, 75116 Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJMzOGb-Rv5kcRPZ7HeOQ8c7c
Faroe Islands,Consulate General of Iran's Islamic audience,"FVV2+5FQ, Basrah, Iraq",https://www.google.com/maps/place/?q=place_id:ChIJme1ZyMiQxD8RstYQq4hLQGQ
United Kingdom,Embassy of The Islamic Republic of Iran,"16 Princes Gate, London SW7 1PT, United Kingdom",https://www.google.com/maps/place/?q=place_id:ChIJLYVG1PcPdkgRyMbO7w92I00
United Kingdom,Consulate of the Islamic Republic of Iran,"50 Kensington Ct, London W8 5DD, United Kingdom",https://www.google.com/maps/place/?q=place_id:ChIJHQdi0_cPdkgR1cNi9-kvwek
Georgia,Embassy of Iran,"78-80 K. Cholokashvili Ave, Tbilisi, Georgia",https://www.google.com/maps/place/?q=place_id:ChIJ_0zbEURzREARiFNM-PwI-p4
Guernsey,Embassy of Iran,"JC4M+299, Muscat, Oman",https://www.google.com/maps/place/?q=place_id:ChIJ-UfJjmz_kT4RffqeaASRtMw
Ghana,Iranian Embassy,"19 NME St, Accra, Ghana",https://www.google.com/maps/place/?q=place_id:ChIJVQWnlKmb3w8RCt0Hmi6gMOM
Ghana,Iranian Consulate,"JRMH+WG6, Bissau Ave, Accra, Ghana",https://www.google.com/maps/place/?q=place_id:ChIJSXepm2ib3w8RNCsisrhbtMc
Gambia,Embassy of Iran,"MGXP+CP4, Rue 4, Dakar, Senegal",https://www.google.com/maps/place/?q=place_id:ChIJv0AjapFywQ4RZRk9onHerkg
Greece,Embassy of Iran,"Str. Kallari 16, Psichiko 154 52, Greece",https://www.google.com/maps/place/?q=place_id:ChIJa5OycW6YoRQRlSYatBjmdqY
Greenland,Iran Embassy,"12 ميدان المساحة, Ad Doqi, Giza District, Giza Governorate 3750313, Egypt",https://www.google.com/maps/place/?q=place_id:ChIJb3wyvbtGWBQRi1cSJg5PqGQ
Hong Kong,伊朗駐香港總領事館 - Consulate General of I.R. Iran in Hong Kong & Macao,"Unit 701, 7/F, Sun's Group Center, 200 Gloucester Rd, Causeway Bay, Hong Kong",https://www.google.com/maps/place/?q=place_id:ChIJKd9OU1kABDQRr9icu6gIKeE
Hong Kong,Iran Consulate,"Lippo Centre Tower 2, 89 Queensway, Admiralty, Hong Kong",https://www.google.com/maps/place/?q=place_id:ChIJK9egWGYABDQRvyVkGSXtBHg
Croatia,Embassy of the Islamic Republic of Iran,"Zamenhofova ul. 2, 10000, Zagreb, Croatia",https://www.google.com/maps/place/?q=place_id:ChIJ_SbkPVjXZUcRaEqmIzYKa2A
Hungary,Islamic Republic of Iran Embassy - Budapest,"Budapest, Stefánia út 97, 1143 Hungary",https://www.google.com/maps/place/?q=place_id:ChIJnb7gc4HcQUcRxt7UN6znhlQ
Indonesia,Embassy of Iran,"Jl. HOS. Cokroaminoto No.110, RT.10/RW.4, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJgyr9vRn0aS4RiQfnBgN3CYQ
India,"Embassy of The Islamic Republic of Iran, New Delhi","5, Barakhamba Rd, Vakil Lane, Barakhamba, New Delhi, Delhi 110001, India",https://www.google.com/maps/place/?q=place_id:ChIJoeNFiDL9DDkRgvPK28_afLo
India,Iran Consulate,"47 Swapna Lok, Nepeansea Road, August Kranti Rd, Mumbai, Maharashtra 400036, India",https://www.google.com/maps/place/?q=place_id:ChIJZfOc_-DN5zsR_6gNfZPz7Sk
India,"Consulate General Of The Islamic Republic Of Iran, Hyderabad","ROAD NO, 8-2-598/A/13, Imam Khomeini Rd, Banjara Hills, Hyderabad, Telangana 500034, India",https://www.google.com/maps/place/?q=place_id:ChIJ1cqZrTaXyzsRie-2nFodhUw
Ireland,Embassy of the I.R. of Iran (Consular),"72 Mount Merrion Ave, Blackrock, Co. Dublin, A94 W320, Ireland",https://www.google.com/maps/place/?q=place_id:ChIJxx5aiNwIZ0gRULaIsEFS5To
"Iran, Islamic Republic of",Embassy of Iran,"JC4M+299, Muscat, Oman",https://www.google.com/maps/place/?q=place_id:ChIJ-UfJjmz_kT4RffqeaASRtMw
"Iran, Islamic Republic of",Embassy of Iran,"1 Budaghyan St, Yerevan 0014, Armenia",https://www.google.com/maps/place/?q=place_id:ChIJ2fRTuTa9akARrYMgAPZKp0o
"Iran, Islamic Republic of",Embassy of the Islamic Republic of Iran,"9278+H4H, Kuwait City, Kuwait",https://www.google.com/maps/place/?q=place_id:ChIJ28fngrOczz8RFHuEXQcXMuU
"Iran, Islamic Republic of",Consulate General of The Islamic Republic of Iran,Al Wasl Road 256 - United Arab Emirates,https://www.google.com/maps/place/?q=place_id:ChIJhUMIFldCXz4RHkqhdzoBiVk
"Iran, Islamic Republic of",Consulate General of the Islamic Republic of Iran,"52W2+J5F, Barzany Namr, Erbil, Erbil Governorate, Iraq",https://www.google.com/maps/place/?q=place_id:ChIJgy0dX1kiB0ARJLgArYa8FZI
Iraq,Consulate General of the Islamic Republic of Iran,"52W2+J5F, Barzany Namr, Erbil, Iraq",https://www.google.com/maps/place/?q=place_id:ChIJgy0dX1kiB0ARJLgArYa8FZI
Iraq,Iranian Consulate / Karbala,"H2RC+MF9, Karbala 56001, Iraq",https://www.google.com/maps/place/?q=place_id:ChIJe-Bj6ypqWRURbxBCp8NNotQ
Iraq,Consulate General of Iran's Islamic audience,"FVV2+5FQ, Basrah, Iraq",https://www.google.com/maps/place/?q=place_id:ChIJme1ZyMiQxD8RstYQq4hLQGQ
Israel,Embassy of Islamic Republic of Iran,"VF4Q+56G, Jnah, Lebanon",https://www.google.com/maps/place/?q=place_id:ChIJz-N4suIZHxURek_AK0TyN9M
Israel,Iran Embassy,"12 ميدان المساحة, Ad Doqi, Giza District, Giza Governorate 3750313, Egypt",https://www.google.com/maps/place/?q=place_id:ChIJb3wyvbtGWBQRi1cSJg5PqGQ
Italy,Ambasciata della Repubblica Islamica dell'Iran,"Via Nomentana, 361, 00162 Roma RM, Italy",https://www.google.com/maps/place/?q=place_id:ChIJuxlDKfVkLxMRBpQFBvaD5IM
Italy,Consulate General of Iran,"Via Monte Rosa, 88, Per le pratiche consolari, Via Monte Bianco, 63, 20149 Milano MI, Italy",https://www.google.com/maps/place/?q=place_id:ChIJmUtj_HTBhkcRVXCNM2Owbqg
Kazakhstan,Embassy of Iran,"Luganskiy St 31-33, Almaty 050000, Kazakhstan",https://www.google.com/maps/place/?q=place_id:ChIJU9TY3v5ugzgR1_D6-0KIZLw
Kazakhstan,Embassy of Iran,"4FR4+287, Astana 020000, Kazakhstan",https://www.google.com/maps/place/?q=place_id:ChIJa9SnWVGBRUIRwaIvUP3hkV4
Kazakhstan,Iran Consulate,"6XVF+4QX, Almaty, Kazakhstan",https://www.google.com/maps/place/?q=place_id:ChIJq6pqylFugzgRimHzJK5twqM
Kazakhstan,Iran consular,"M4FH+9C8, Aktau, Kazakhstan",https://www.google.com/maps/place/?q=place_id:ChIJRwfMhh0xtEEROCRFTq_XRaI
Kenya,Iran Embassy iranconkenya@gmail.com,"P.O. Box 41970, Nairobi, Kenya",https://www.google.com/maps/place/?q=place_id:ChIJ2fqEXq4QLxgRuwrXShpNIKU
Kenya,Embassy Islamic Republic Of Iran,"Kabete Lower Kabete Rd Villa Golestan Kabete, Kenya",https://www.google.com/maps/place/?q=place_id:ChIJMzAlzloYLxgR4gyfnCyglZo
Kyrgyzstan,Embassy of Iran,"VJC3+2FW, Bishkek, Kyrgyzstan",https://www.google.com/maps/place/?q=place_id:ChIJvSbeo9q3njgRENuS2GxzugY
Cambodia,Embassy of IR Iran,"215, Sukhumvit Road Soi 49/11, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJCVIjZgKf4jARIFlJ_XYx0OQ
Kiribati,Iran Embassy,"12 ميدان المساحة, Ad Doqi, Giza District, Giza Governorate 3750313, Egypt",https://www.google.com/maps/place/?q=place_id:ChIJb3wyvbtGWBQRi1cSJg5PqGQ
"Korea, Republic of",Embassy of Iran,"Seoul, South Korea",https://www.google.com/maps/place/?q=place_id:ChIJX-CiZjOifDURau-y4r-Ht2c
"Korea, Republic of",Embassy of the Islamic Republic of Iran,2QPP+99R 평양 직할시 North Korea,https://www.google.com/maps/place/?q=place_id:ChIJD6jiImICfjUR5EM_Vt3wO58
Kuwait,Embassy of Iran,"9278+7MM, Kuwait City, Kuwait",https://www.google.com/maps/place/?q=place_id:ChIJS4esDbSczz8RaDyV9ankkzI
Lao People's Democratic Republic,Embassy of Islamic Republic of Iran,"54 P. Trần Phú, Điện Biên, Ba Đình, Hà Nội, Vietnam",https://www.google.com/maps/place/?q=place_id:ChIJ7413m5irNTERDQMXlWlDsEg
Lebanon,Embassy of Islamic Republic of Iran,"VF4Q+56G, Jnah, Lebanon",https://www.google.com/maps/place/?q=place_id:ChIJz-N4suIZHxURek_AK0TyN9M
Liberia,Embassy of Iran,"9278+7MM, Kuwait City, Kuwait",https://www.google.com/maps/place/?q=place_id:ChIJS4esDbSczz8RaDyV9ankkzI
Libya,Embassy of Islamic Republic of Iran,"V5MR+9GQ, Tripoli, Libya",https://www.google.com/maps/place/?q=place_id:ChIJgdjxncSSqBMRUgT2IfUNggQ
Sri Lanka,Embassy of Iran,"WV57+MQC, Independence Ave, Colombo 00700, Sri Lanka",https://www.google.com/maps/place/?q=place_id:ChIJU70JCnBZ4joR5sKY9cPA70I
Sri Lanka,Iran Embassy,"50 Jawatta Rd, Colombo 00700, Sri Lanka",https://www.google.com/maps/place/?q=place_id:ChIJl1duN9Zb4joR_e4j416Zj4A
Sri Lanka,Embassy of Iran,"18 Bullers Ln, Colombo 00700, Sri Lanka",https://www.google.com/maps/place/?q=place_id:ChIJR77Od35Z4joR-J8U0A_Nv8c
Luxembourg,Iran Embassy,"Av. Franklin Roosevelt 15, 1050 Ixelles, Belgium",https://www.google.com/maps/place/?q=place_id:ChIJJWSJWHLbw0cRhJXd6jr62q8
Macao,伊朗駐香港總領事館 - Consulate General of I.R. Iran in Hong Kong & Macao,"Unit 701, 7/F, Sun's Group Center, 200 Gloucester Rd, Causeway Bay, Hong Kong",https://www.google.com/maps/place/?q=place_id:ChIJKd9OU1kABDQRr9icu6gIKeE
Morocco,Ambassade d'Iran,"X568+HXH, Av. Bir Kacem, Rabat, Morocco",https://www.google.com/maps/place/?q=place_id:ChIJS3ij_aoUpw0RB1ZGWv_8UXw
Monaco,Generalkonsulat der I. R. Iran in München,"Mauerkircherstraße 59, 81679 München, Germany",https://www.google.com/maps/place/?q=place_id:ChIJ2_MykqB1nkcRwefEXJSpBjc
"Moldova, Republic of",Embassy of the Islamic Republic of Iran,"Bulevardul Lascăr Catargiu 39, București 010664, Romania",https://www.google.com/maps/place/?q=place_id:ChIJSeYpHVX_sUARWQnuxamALL0
"Moldova, Republic of",Embassy of Iran,"Kruhlouniversytetska St, 12, Kyiv, Ukraine, 01901",https://www.google.com/maps/place/?q=place_id:ChIJu6B0qFXO1EARgPLyqU6R7zA
Madagascar,Ambassade d'Iran,"3GRP+47V, Antananarivo, Madagascar",https://www.google.com/maps/place/?q=place_id:ChIJPfYadOp98CERyEkupaOvOBs
North Macedonia,Embassy of the Islamic Republic of Iran,"XCV5+Q22, Skopje 1000, North Macedonia",https://www.google.com/maps/place/?q=place_id:ChIJQ1E5Gz8UVBMRdAn5SqToc_w
Montenegro,Iranian Embassy In Albania,"8RCF+X65, Rruga Mustafa Matohiti, Tiranë, Albania",https://www.google.com/maps/place/?q=place_id:ChIJzy3ZjBsxUBMR0zhkihC841s
Montenegro,Embassy of the Islamic Republic of Iran,"Obala Maka Dizdara 6, Sarajevo 71000, Bosnia & Herzegovina",https://www.google.com/maps/place/?q=place_id:ChIJ8ZEUz8TIWEcRSTZQIU-fsPc
Montenegro,Embassy of Islamic Republic of Iran,"Botićeva 3, Beograd 11000, Serbia",https://www.google.com/maps/place/?q=place_id:ChIJAQymRxZwWkcRW7dYTjZRASM
Mauritania,Ambassade de la République islamique d'Iran,"4232+G8H, Nouakchott, Mauritania",https://www.google.com/maps/place/?q=place_id:ChIJ41By4xVNlg4R6KX0bMyhhPQ
Montserrat,Embassy of Iran,"3002 5ta. Avenida, La Habana, Cuba",https://www.google.com/maps/place/?q=place_id:ChIJ9WyZ-aZ3zYgRK9uYYU9Oy-M
Malaysia,Embassy of Iran,"1 Lorong U Thant Satu, Off Jalan U Thant,, 55000, Kuala Lumpur, WP Kuala Lumpur, 55000, Malaysia",https://www.google.com/maps/place/?q=place_id:ChIJSVzfuLU3zDERoqc_hQ0Xpqo
Malaysia,Consular Section of the Embassy of Iran,"157, Jalan Mayang Sari, Hampshire Park, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",https://www.google.com/maps/place/?q=place_id:ChIJBVHLldo3zDERnS3bKf7s0uc
Malaysia,Iran Consular,"b1-3a-8, megan avenue, 1, Jalan Mayang Sari, Hampshire Park, 50450 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",https://www.google.com/maps/place/?q=place_id:ChIJi-qPv9o3zDERomKJRmLi33A
Mayotte,Embassy of Iran,"9278+7MM, Kuwait City, Kuwait",https://www.google.com/maps/place/?q=place_id:ChIJS4esDbSczz8RaDyV9ankkzI
Namibia,Embassy of Iran,"C3CV+PWX, Kastell, Windhoek, Namibia",https://www.google.com/maps/place/?q=place_id:ChIJ79g0gjEbCxwRcfaSycgywz8
Nigeria,Embassy of the Islamic Republic of Iran,"1 Udi Hills St, Aso Dr, Three Arms Zone, Abuja, Nigeria",https://www.google.com/maps/place/?q=place_id:ChIJTTq1aDAKThAR6mjWjg_MU1s
Nicaragua,Embassy of Iran,"3QQ4+2C3, C. de Los Obeliscos, Managua, Nicaragua",https://www.google.com/maps/place/?q=place_id:ChIJJYpxxs3_c48RX37g1hzXnk8
Nicaragua,Embassy of Iran,"3QX9+9MM, Managua, Nicaragua",https://www.google.com/maps/place/?q=place_id:ChIJVVXlrU7-c48RapzNG60ENAk
Niue,Iran Embassy,"12 ميدان المساحة, Ad Doqi, Giza District, Giza Governorate 3750313, Egypt",https://www.google.com/maps/place/?q=place_id:ChIJb3wyvbtGWBQRi1cSJg5PqGQ
Netherlands,Embassy of the Islamic Republic of Iran,"Duinweg 20, 2585 JX Den Haag, Netherlands",https://www.google.com/maps/place/?q=place_id:ChIJMYdINrCwxUcRs0M88N6obOQ
Norway,Embassy of Iran,"Drammensveien 88E, 0244 Oslo, Norway",https://www.google.com/maps/place/?q=place_id:ChIJrXtU0cxtQUYR5FDbRD1ThJU
New Zealand,Embassy of Iran,"151 Te Anau Road, Hataitai, Wellington 6021, New Zealand",https://www.google.com/maps/place/?q=place_id:ChIJeX7odbuvOG0RV_x5wyviKrg
Oman,Embassy of Iran,"JC4M+299, Muscat, Oman",https://www.google.com/maps/place/?q=place_id:ChIJ-UfJjmz_kT4RffqeaASRtMw
Pakistan,Irani Consulate Quetta,"Plot No 2، 33 Hali Rd, Quetta, Balochistan, Pakistan",https://www.google.com/maps/place/?q=place_id:ChIJs-e-gTHe0j4R1h11hjRcAxc
Pakistan,Islamic Republic Of Iran General Consulate,"86X6+F27, Herat, Afghanistan",https://www.google.com/maps/place/?q=place_id:ChIJlZNoAPzmPD8RPGf6XR4X3ig
Pakistan,Embassy of Iran,"no.2 G، Wide NO 222-238 Street، 5/1, Diplomatic Enclave, Islamabad, Islamabad Capital Territory, Pakistan",https://www.google.com/maps/place/?q=place_id:ChIJTTRDyGDA3zgR750ARTG4hEk
Philippines,Iranian Embassy,"G2WG+Q93, Makati, Metro Manila, Philippines",https://www.google.com/maps/place/?q=place_id:ChIJSzj8YxnJlzMRtmEhx2uTLwI
Philippines,Embassy Of The Islamic Republic Of Iran,"2224 Paraiso, Makati, Metro Manila, Philippines",https://www.google.com/maps/place/?q=place_id:ChIJs4AS4xvJlzMRISroVRYh9Y4
Poland,Embassy of Iran,"Królowej Aldony 22, 03-928 Warszawa, Poland",https://www.google.com/maps/place/?q=place_id:ChIJs6_hUanNHkcRrCGWkV3VO0c
"Korea, Democratic People's Republic of",Embassy of the Islamic Republic of Iran,2QPP+99R 평양 직할시 North Korea,https://www.google.com/maps/place/?q=place_id:ChIJD6jiImICfjUR5EM_Vt3wO58
Portugal,Embassy of Iran,"8GJJ+9HC, Ambassadors St, Doha, Qatar",https://www.google.com/maps/place/?q=place_id:ChIJa_XVfLzERT4RXhC6cyJRz2M
Portugal,Embassy of Iran,"R. do Alto do Duque 49, 1400-009 Lisboa, Portugal",https://www.google.com/maps/place/?q=place_id:ChIJcd0NrGTLHg0RN_0H-Ov8H5Q
Qatar,Embassy of Iran,"8GJJ+9HC, Ambassadors St, Doha, Qatar",https://www.google.com/maps/place/?q=place_id:ChIJa_XVfLzERT4RXhC6cyJRz2M
Réunion,Iran Embassy,"12 ميدان المساحة, Ad Doqi, Giza District, Giza Governorate 3750313, Egypt",https://www.google.com/maps/place/?q=place_id:ChIJb3wyvbtGWBQRi1cSJg5PqGQ
Romania,Embassy of the Islamic Republic of Iran,"Bulevardul Lascăr Catargiu 39, București 010664, Romania",https://www.google.com/maps/place/?q=place_id:ChIJSeYpHVX_sUARWQnuxamALL0
Saudi Arabia,Iranian Embassy,"6GPW+R8F, Rd No 2849, Seef, Bahrain",https://www.google.com/maps/place/?q=place_id:ChIJJ7G3SnClST4RINTKOcJ4-Mk
